Country,code,id,year,DEMO,CORRUPT,POP,POP0-14%,LFPR,UR,LABOR,LNL1,EFFECTIVE_LABOR,LNL2,EDU_IDX,GDP,LNY,INCOMEPC,LNINCOMEPC,INEQUALITY,CAPITAL_STOCK,LNK,URBAN,LAW,TIME_TREND,dCIVILWARS,dFRENCH,dBRITISH,dLATINAME,dWENA,dMIDEAST,dAFRICAN,dOIL,dLANDLOCKED,dPOSTSOVIET
Sierra Leone,SLE,128,2009,5,0.687706208,5647194,43.679,67,3.4,2058514,14.537,605066,13.313,0.294,6778.63,8.822,1200.354,7.09,42.5,12867.247,9.462,37.937,0.583,3,1,0,1,0,0,0,1,0,0,0
Singapore,SGP,129,2009,3.5,0.049482107,4987573,17.771,66.7,4.3,2617885,14.778,1872951,14.443,0.715,299411.594,12.61,60031.521,11.003,42.5,1102821,13.913,100,0.833,3,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,130,2009,7,0.454388693,5386406,15.432,58.9,12.1,2358367,14.673,1892275,14.453,0.802,128320.703,11.762,23823.066,10.078,25.8,393757,12.883,54.96,0.667,3,0,0,0,0,0,0,0,0,0,1
Slovenia,SVN,131,2009,7,0.295292616,2039669,13.863,59.5,5.9,983680,13.799,843642,13.645,0.858,57584.371,10.961,28232.214,10.248,31.2,244198.359,12.406,50.133,0.75,3,0,0,0,0,0,0,0,0,1,1
South Africa,ZAF,132,2009,6,0.471318915,50020918,31.285,52.9,23.7,13873370,16.445,9464329,16.063,0.682,565331.063,13.245,11301.893,9.333,57.8,1486557,14.212,61.687,0.417,3,0,0,1,0,0,0,1,0,0,0
South Korea,KOR,133,2009,6.5,0.403342265,49182038,16.886,60.2,3.6,23722226,16.982,20311799,16.827,0.856,1487209.25,14.212,30238.87,10.317,31.6,6134811,15.629,81.835,0.833,3,0,0,0,0,0,0,0,0,0,0
Spain,ESP,134,2009,7,0.3009372,46362946,14.551,59,18.1,19143192,16.767,14697346,16.503,0.768,1579541.75,14.273,34069.055,10.436,34.7,7573094,15.84,78.21,0.833,3,0,0,0,0,1,0,0,0,0,0
Sri Lanka,LKA,135,2009,4,0.574198371,19967000,25.486,55.9,5.9,7826216,15.873,5705268,15.557,0.729,138992.625,11.842,6961.117,8.848,41.1,391196.844,12.877,18.333,0.5,3,0,0,1,0,0,0,0,0,0,0
Sudan,SDN,136,2009,1,0.742962837,35297298,42.347,53.3,14.6,9262906,16.042,2814338,14.85,0.304,135979.359,11.82,3852.401,8.256,51,164500.609,12.011,32.99,0.417,3,1,0,1,0,0,0,1,0,0,0
Suriname,SUR,137,2009,6,0.57290076,512522,28.738,54.1,9,179809,12.1,105796,11.569,0.588,6480.239,8.777,12643.827,9.445,52.9,28626.625,10.262,66.412,0.5,3,0,0,0,1,0,0,0,0,0,0
Swaziland,SWZ,138,2009,2,0.539242303,1173529,39.371,56.5,22.9,309937,12.644,166976,12.026,0.539,8960.433,9.101,7635.459,8.941,50.7,35014.383,10.464,21.574,0.438,3,0,0,1,0,0,0,1,0,1,0
Sweden,SWE,139,2009,7,0.041834259,9298515,16.596,63.5,8.4,4510987,15.322,3713946,15.128,0.823,373026.594,12.829,40116.792,10.6,25,1410402.125,14.159,84.902,1,3,0,0,0,0,1,0,0,0,0,0
Switzerland,CHE,140,2009,7,0.08132863,7743831,15.259,68.3,4.1,4298214,15.274,3585393,15.092,0.834,401132.875,12.902,51800.314,10.855,33.7,1410819.625,14.16,73.625,0.833,3,0,0,0,0,1,0,0,0,1,0
Syria,SYR,141,2009,1.5,0.713551497,20566871,36.323,43.3,8.1,5211382,15.466,2839465,14.859,0.545,105807.656,11.569,5144.568,8.546,42,302199.688,12.619,55.29,0.833,3,0,1,0,0,0,1,0,1,0,0
Tajikistan,TJK,142,2009,2.5,0.726171684,7414960,35.938,67,11.5,2816606,14.851,1795924,14.401,0.638,16518.15,9.712,2227.679,7.709,31.7,135160,11.814,26.5,0.25,3,1,0,0,0,0,0,0,0,1,1
Tanzania,TZA,143,2009,4.5,0.588504422,44222113,45.076,89.4,2.5,21170982,16.868,8488502,15.954,0.401,76500.492,11.245,1729.915,7.456,34.6,271036.625,12.51,27.439,0.833,3,0,0,1,0,0,0,1,0,0,0
Thailand,THA,144,2009,3.5,0.556093866,66548197,19.701,72.8,1.5,38318870,17.461,23040650,16.953,0.601,783207.5,13.571,11769.027,9.373,42.5,2753576.75,14.828,42.744,0.417,3,0,0,0,0,0,0,0,0,0,0
Togo,TGO,145,2009,3.5,0.705436325,6219761,42.932,80.7,7,2663909,14.795,1287976,14.069,0.483,7309.351,8.897,1175.182,7.069,34.4,18570.52,9.829,37.058,0.5,3,0,1,0,0,0,0,1,0,0,0
Trinidad,TTO,146,2009,6,0.541550186,1321624,20.794,63.5,5.3,629493,13.353,440847,12.996,0.7,31241.271,10.349,23638.547,10.071,40.3,106915.438,11.58,9.249,0.417,3,0,0,1,1,0,0,0,1,0,0
Tunisia,TUN,147,2009,2,0.52200215,10439600,23.58,46.9,13.3,3243997,14.992,1980093,14.499,0.61,106335.383,11.574,10185.772,9.229,40.8,373612.969,12.831,65.767,0.833,3,0,1,0,0,0,0,0,0,0,0
Turkey,TUR,148,2009,5,0.485184008,71261307,27.197,47.6,14,21237846,16.871,12368903,16.331,0.582,1054367.5,13.868,14795.792,9.602,43.2,2562853.75,14.757,70.141,0.75,3,1,0,0,0,0,0,0,0,0,0
Uganda,UGA,149,2009,3.5,0.677426767,32067125,49.109,77.9,4.2,12178870,16.315,5788493,15.571,0.475,51764.945,10.854,1614.268,7.387,42.6,112952.094,11.635,14.189,0.583,3,1,0,1,0,0,0,1,0,1,0
Ukraine,UKR,150,2009,5.5,0.70138557,46053300,13.959,58.4,8.8,21104418,16.865,16531372,16.621,0.783,379292.25,12.846,8235.941,9.016,28.2,1684625.25,14.337,68.502,0.667,3,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,ARE,151,2009,2.5,0.309019136,7705423,13.947,77.5,4.2,4923014,15.409,3291089,15.007,0.669,463836.156,13.047,60196.067,11.005,31,1876997.75,14.445,83.723,0.667,3,0,0,1,0,0,1,0,0,0,0
United Kingdom,GBR,152,2009,7,0.179581642,62276270,17.775,62.2,7.8,29366141,17.195,25414399,17.051,0.865,2307008.5,14.651,37044.744,10.52,36,9035331,16.017,81.031,0.917,3,0,0,0,0,1,0,0,0,0,0
United States,USA,153,2009,7,0.247480273,306771529,19.909,64.3,9.4,143131976,18.779,126483362,18.656,0.884,14928810,16.519,48664.262,10.793,40.8,49243108,17.712,80.606,0.833,3,0,0,1,0,1,0,0,0,0,0
Uruguay,URY,154,2009,7,0.261893129,3362761,22.758,65.5,7.3,1577149,14.271,1117892,13.927,0.709,48595.617,10.791,14451.106,9.579,46.2,178458.406,12.092,94.209,0.417,3,0,0,0,1,0,0,0,0,0,0
Uzbekistan,UZB,155,2009,1,0.743035674,27767400,29.463,60.6,11,10563716,16.173,6878153,15.744,0.651,161056.688,11.99,5800.208,8.666,36.7,232291.516,12.356,36.235,0.438,3,0,0,0,0,0,0,0,0,1,1
Venezuela,VEN,156,2009,3.5,0.731450796,28558607,30.038,65.2,7.8,12010911,16.301,8097949,15.907,0.674,362004.469,12.799,12675.845,9.447,43.4,1526758.75,14.239,88.728,0.167,3,0,0,0,1,0,0,0,1,0,0
Vietnam,VNM,157,2009,2,0.606958938,86025000,24.164,76.6,2.6,48673192,17.701,24411337,17.011,0.502,329717.344,12.706,3832.808,8.251,37.8,993791.188,13.809,29.758,0.667,3,1,1,0,0,0,0,0,0,0,0
Yemen,YEM,158,2009,2.5,0.703527904,22954226,43.028,47.9,14.6,5349574,15.493,1714610,14.355,0.321,81630.047,11.31,3556.21,8.176,37.7,175216.656,12.074,31.165,0.333,3,1,0,0,0,0,1,0,1,0,0
Zambia,ZMB,159,2009,4.5,0.602641821,13507849,46.654,79.6,14.8,4886965,15.402,2782219,14.839,0.569,37068.098,10.521,2744.19,7.917,50.7,141438.531,11.86,38.299,0.667,3,0,0,1,0,0,0,1,0,1,0
Zimbabwe,ZWE,160,2009,2,0.763315296,13720997,41.48,86.2,6.4,6478504,15.684,3217225,14.984,0.497,20635.098,9.935,1503.907,7.316,50.1,21759.512,9.988,33.378,0.5,3,1,0,1,0,0,0,1,0,1,0
Afghanistan,AFG,1,2010,2,0.824893141,27962207,47.589,48.1,8.7,6435864,15.677,2297604,14.647,0.357,,,,,28.6,,,24.689,0.188,4,1,0,1,0,0,0,0,0,1,0
Albania,ALB,2,2010,5,0.597715551,2913021,21.425,55.2,14.2,1084061,13.896,682958,13.434,0.63,25962.809,10.164,8912.675,9.095,34.5,94202.336,11.453,52.163,0.417,4,0,0,0,0,0,0,0,0,0,1
Algeria,DZA,3,2010,2.5,0.597561032,36036159,27.191,43.1,10,10177509,16.136,6442363,15.678,0.633,447539.5,13.012,12419.179,9.427,35.3,1348453.875,14.114,67.526,0.5,4,1,1,0,0,0,0,0,1,0,0
Angola,AGO,4,2010,2.5,0.763843513,21219954,48.153,69.7,6.9,7139273,15.781,3155558,14.965,0.442,130088.281,11.776,6130.47,8.721,58.6,509115.875,13.14,40.097,0.5,4,1,0,0,0,0,0,1,1,0,0
Argentina,ARG,5,2010,6,0.582701457,41222875,25.872,60.5,7.7,17063884,16.652,13395149,16.41,0.785,760271.875,13.541,18442.961,9.822,45.15,1773983.75,14.389,90.966,0.417,4,0,0,0,1,0,0,0,0,0,0
Armenia,ARM,6,2010,3,0.630121922,2963496,20.515,61.6,19,1175318,13.977,828599,13.627,0.705,20931.965,9.949,7063.267,8.863,30.9,38477.977,10.558,63.58,0.5,4,0,0,0,0,0,0,0,0,1,1
Australia,AUS,7,2010,7,0.091152287,22031750,19.008,65.6,5.2,11096988,16.222,10298005,16.147,0.928,954504.563,13.769,43324.047,10.676,32.85,3332889.5,15.019,88.733,0.917,4,0,0,1,0,0,0,0,0,0,0
Austria,AUT,8,2010,7,0.174674821,8363404,14.729,60.5,4.4,4124767,15.233,3279189,15.003,0.795,355737.188,12.782,42534.976,10.658,27.6,1478047.125,14.206,65.852,1,4,0,0,0,0,1,0,0,0,1,0
Azerbaijan,AZE,9,2010,2.5,0.735803437,9054332,22.737,64.5,5.6,4259487,15.265,2939046,14.894,0.69,127770.93,11.758,14111.58,9.555,33.7,105433.117,11.566,53.401,0.583,4,1,0,0,0,0,0,0,1,1,1
Bahamas,BHS,10,2010,7,0.228449655,360830,22.535,74.1,14.7,176675,12.082,119079,11.688,0.674,8805.857,9.083,24404.449,10.103,43,32100.373,10.377,82.549,0.75,4,0,0,1,1,0,0,0,0,0,0
Bangladesh,BGD,11,2010,4.5,0.704653978,151616777,32.128,70.7,4.5,69480545,18.057,29668193,17.206,0.427,350449.625,12.767,2311.417,7.746,32.65,1004904.125,13.82,30.462,0.333,4,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,12,2010,7,0.212774205,279566,19.921,71.2,10.8,142184,11.865,105358,11.565,0.741,4810.369,8.479,17206.558,9.753,28.9,12880.617,9.463,32.06,0.75,4,0,0,1,1,0,0,0,0,0,0
Belarus,BLR,13,2010,1.5,0.645900357,9490000,14.846,55.1,6.2,4176627,15.245,3454071,15.055,0.827,143714.938,11.876,15143.829,9.625,27.2,266683.313,12.494,74.615,0.667,4,0,0,0,0,0,0,0,0,1,1
Belgium,BEL,14,2010,7,0.201181293,10895586,16.781,53.9,8.3,4481555,15.315,3670394,15.116,0.819,444298.844,13.004,40777.875,10.616,30.5,2017299.5,14.517,97.641,0.833,4,0,0,0,0,1,0,0,0,0,0
Belize,BLZ,15,2010,6.5,0.516350214,321609,35.69,65.4,10.8,120656,11.701,86631,11.369,0.718,2443.672,7.801,7598.27,8.936,53.1,4220.256,8.348,44.963,0.625,4,0,0,1,1,0,0,0,0,0,0
Benin,BEN,16,2010,6,0.647522855,9509798,43.421,72.8,1,3877854,15.171,1578286,14.272,0.407,16357.719,9.702,1720.091,7.45,37.55,48335.773,10.786,41.854,0.438,4,0,1,0,0,0,0,1,0,0,0
Bhutan,BTN,17,2010,3.5,0.335668945,720246,30.108,71.5,3.3,348051,12.76,142701,11.869,0.41,4749.361,8.466,6594.082,8.794,38.1,23706.205,10.073,34.793,0.625,4,0,0,0,0,0,0,0,0,1,0
Bolivia,BOL,18,2010,5,0.588463157,9918245,34.686,72.2,3.3,4522779,15.325,2817691,14.851,0.623,50506.344,10.83,5092.266,8.535,57.25,87048.641,11.374,66.426,0.417,4,0,0,0,1,0,0,0,0,1,0
Bosnia ,BIH,19,2010,4.5,0.564942104,3835258,14.677,45.2,27.2,1076793,13.889,654690,13.392,0.608,33425.012,10.417,8715.192,9.073,36.2,90294.313,11.411,39.226,0.625,4,1,0,0,0,0,0,0,0,0,1
Botswana,BWA,20,2010,5.5,0.299333072,2047831,33.125,76.5,17.9,860128,13.665,553062,13.223,0.643,26058.037,10.168,12724.701,9.451,62,93877.219,11.45,56.235,0.583,4,0,0,1,0,0,0,1,0,1,0
Brazil,BRA,21,2010,6,0.500135917,198614208,25.382,70,7.9,95546411,18.375,62200713,17.946,0.651,2676837.25,14.8,13477.572,9.509,53.3,9869311,16.105,84.335,0.333,4,0,0,0,1,0,0,0,0,0,0
Bulgaria,BGR,22,2010,6,0.541396049,7395599,13.53,53.3,10.2,3060866,14.934,2286467,14.643,0.747,112940.242,11.635,15271.277,9.634,36.75,268591.781,12.501,72.302,0.417,4,0,0,0,0,0,0,0,0,0,1
Burkina Faso,BFA,23,2010,4,0.577724463,15632066,46.315,83.6,3.3,6784224,15.73,1580724,14.273,0.233,20574.271,9.932,1316.158,7.182,39.65,43893.699,10.69,25.665,0.583,4,0,1,0,0,0,0,1,0,1,0
Burundi,BDI,24,2010,3,0.721126056,9461117,43.984,82.2,7.1,4047052,15.213,1497409,14.219,0.37,5986.926,8.697,632.793,6.45,37.85,9635.587,9.173,10.641,0.188,4,1,0,0,0,0,0,1,0,1,0
Cambodia,KHM,25,2010,2.5,0.746476912,14363586,33.327,82.5,0.4,7869143,15.878,3533245,15.078,0.449,34957.551,10.462,2433.762,7.797,41.15,67604.953,11.121,19.81,0.438,4,1,1,0,0,0,0,0,0,0,0
Cameroon,CMR,26,2010,2,0.696933305,20590666,43.412,69.9,4.1,7810679,15.871,3530427,15.077,0.452,49856.551,10.817,2421.318,7.792,41.75,109851.734,11.607,51.516,0.333,4,0,1,0,0,0,0,1,0,0,0
Canada,CAN,27,2010,7,0.080638409,34005274,16.472,66.6,8,17403591,16.672,15054106,16.527,0.865,1368504.125,14.129,40243.879,10.603,32.35,5065392.5,15.438,80.937,0.917,4,0,0,1,0,1,0,0,0,0,0
Cape Verde,CPV,28,2010,7,0.34041307,490379,31.987,66.5,9.3,201166,12.212,100985,11.523,0.502,2855.509,7.957,5823.064,8.67,50.5,12005.242,9.393,61.833,0.688,4,0,0,0,0,0,0,1,0,0,0
Central African Republic,CAF,29,2010,3,0.667223263,4444973,40.526,78.7,6.9,1936963,14.477,648883,13.383,0.335,3807.617,8.245,856.612,6.753,58.8,13606.023,9.518,38.828,0.25,4,0,1,0,0,0,0,1,0,1,0
Chad,TCD,30,2010,1.5,0.76707406,11896380,48.656,71.6,6.9,4071634,15.22,1021980,13.837,0.251,21591.242,9.98,1814.942,7.504,39.8,22964.945,10.042,21.983,0.25,4,1,1,0,0,0,0,1,0,1,0
Chile,CHL,31,2010,7,0.202817464,17015048,21.859,60.3,8.1,7367942,15.813,5452277,15.512,0.74,322643.156,12.684,18962.224,9.85,52.1,870985.625,13.677,88.586,0.75,4,0,0,0,1,0,0,0,0,0,0
China,CHN,32,2010,1.5,0.619169354,1337705000,17.415,70.7,4.2,748250346,20.433,439222953,19.901,0.587,12707073,16.358,9499.159,9.159,45.25,42218080,17.558,49.226,0.667,4,1,0,0,0,0,0,0,0,0,0
Colombia,COL,33,2010,4.5,0.581725198,45918101,26.392,67.1,12,19957887,16.809,12214227,16.318,0.612,480847.875,13.083,10471.859,9.256,55.95,1446479.625,14.185,75.036,0.333,4,1,0,0,1,0,0,0,0,0,0
Comoros,COM,34,2010,4.5,0.649125159,698695,41.163,57.4,6.5,220630,12.304,99725,11.51,0.452,989.441,6.897,1416.127,7.256,64.3,2476.021,7.814,27.918,0.375,4,0,1,0,0,0,0,1,0,0,0
Costa Rica,CRI,35,2010,7,0.37043575,4545273,24.579,62.7,7.3,1992505,14.505,1283173,14.065,0.644,57136.094,10.953,12570.443,9.439,50.5,126338.25,11.747,71.734,0.583,4,0,0,0,1,0,0,0,0,0,0
Croatia,HRV,36,2010,6.5,0.50575187,4417781,15.482,52.1,11.8,1715773,14.355,1302272,14.08,0.759,85360.633,11.355,19322.061,9.869,30.35,340853.156,12.739,57.537,0.75,4,0,0,0,0,0,0,0,0,0,1
Cyprus,CYP,37,2010,7,0.299044085,1103685,17.769,64.4,6.3,547656,13.213,418957,12.946,0.765,28962.43,10.274,26241.572,10.175,29,127988.625,11.76,67.551,0.833,4,1,0,1,0,0,0,0,0,0,0
Czech Republic,CZE,38,2010,7,0.448177582,10474410,14.254,58.3,7.3,4853900,15.395,4188916,15.248,0.863,289431.031,12.576,27632.204,10.227,28.4,1493525.25,14.217,73.255,0.833,4,0,0,0,0,0,0,0,0,1,1
Dem. Rep. of the Congo,COD,39,2010,2,0.783615351,65938712,46.469,71.9,8.2,23298147,16.964,10251185,16.143,0.44,36957.383,10.518,560.481,6.329,44.4,73474.336,11.205,39.937,0.167,4,1,0,0,0,0,0,1,0,0,0
Denmark,DNK,40,2010,7,0.017287207,5547683,17.962,64.4,7.5,2711142,14.813,2426472,14.702,0.895,232265.297,12.356,41867.082,10.642,24.75,997461.5,13.813,86.795,1,4,0,0,0,0,1,0,0,0,0,0
Djibouti,DJI,41,2010,2.5,0.56341942,830802,34.213,51.2,0,279837,12.542,82272,11.318,0.294,2186.639,7.69,2631.962,7.875,40,11094.805,9.314,76.996,0.625,4,0,1,0,0,0,0,0,0,0,0
Dominican Republic,DOM,42,2010,7,0.661538267,9897983,31.433,64.9,12.4,3858443,15.166,2322783,14.658,0.602,109879.109,11.607,11101.162,9.315,47.8,358452.906,12.79,73.752,0.417,4,1,0,1,1,0,0,0,0,0,0
East Timor,TLS,43,2010,4.5,0.693697166,1066409,41.261,38.6,3.9,232362,12.356,109675,11.605,0.472,,,,,31.9,,,29.507,0.375,4,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,44,2010,5,0.67226721,14934692,30.731,68,5,6682904,15.715,4263693,15.266,0.638,133540.766,11.802,8941.648,9.098,48.3,457075.344,13.033,62.69,0.417,4,0,0,0,1,0,0,0,0,0,0
Egypt,EGY,45,2010,2.5,0.609970403,82040994,31.939,48.6,9,24694986,17.022,14323092,16.477,0.58,717758.813,13.484,8748.782,9.077,32.6,994477.938,13.81,43.019,0.583,4,0,0,1,0,0,0,0,0,0,0
El Salvador,SLV,46,2010,5.5,0.546774468,6038306,30.535,61.9,7,2414664,14.697,1308748,14.085,0.542,37471.926,10.531,6205.702,8.733,47.6,77955.602,11.264,64.286,0.25,4,1,0,0,1,0,0,0,0,0,0
Estonia,EST,47,2010,7,0.327805102,1331475,15.133,61.4,16.9,576553,13.265,494683,13.112,0.858,28962.451,10.274,21752.155,9.987,33.65,120305.18,11.698,68.094,0.667,4,0,0,0,0,0,0,0,0,0,1
Ethiopia,ETH,48,2010,2,0.640798402,87561814,44.442,83.9,5.2,38693098,17.471,11840088,16.287,0.306,80911.93,11.301,924.055,6.829,29.9,213406.609,12.271,17.319,0.75,4,1,0,0,0,0,0,1,0,1,0
Fiji,FJI,49,2010,3,0.669817877,859952,28.997,55,8.5,307279,12.636,233225,12.36,0.759,5936.612,8.689,6903.422,8.84,42.8,12643.23,9.445,51.828,0.438,4,0,0,1,0,0,0,0,0,0,0
Finland,FIN,50,2010,7,0.063608313,5363352,16.507,60.3,8.4,2473441,14.721,2003487,14.51,0.81,209274.75,12.251,39019.395,10.572,26.85,955492.875,13.77,83.558,1,4,0,0,0,0,1,0,0,0,0,0
France,FRA,51,2010,7,0.212805033,65027512,18.456,56.2,9.3,27029303,17.112,21839676,16.899,0.808,2378559,14.682,36577.733,10.507,32.7,10405968,16.158,78.345,0.833,4,0,0,0,0,1,0,0,0,0,0
Gabon,GAB,52,2010,2.5,0.656076646,1541936,37.892,60.1,20.4,458143,13.035,274427,12.522,0.599,19899.371,9.898,12905.446,9.465,41.5,68214.594,11.13,85.697,0.5,4,0,1,0,0,0,0,1,1,0,0
Gambia,GMB,53,2010,3,0.61193105,1693002,46.375,77.6,7,655187,13.393,221453,12.308,0.338,2862.189,7.959,1690.6,7.433,48.75,7229.352,8.886,56.297,0.583,4,0,0,1,0,0,0,1,0,0,0
Georgia,GEO,54,2010,4.5,0.523814987,3926000,16.924,64,16.3,1747158,14.374,1354047,14.119,0.775,30867.34,10.337,7862.287,8.97,41.05,65395.664,11.088,52.869,0.5,4,1,0,0,0,0,0,0,0,0,1
Germany,DEU,55,2010,7,0.152621174,81776930,13.521,59.3,7.1,38959169,17.478,34400947,17.354,0.883,3268631,15,39970.087,10.596,27.65,12687682,16.356,74.291,0.833,4,0,0,1,0,1,0,0,0,0,0
Ghana,GHA,56,2010,6.5,0.488055217,24317734,39.093,68.9,5.3,9664091,16.084,5083312,15.441,0.526,65241.707,11.086,2682.886,7.895,41.1,201485.141,12.213,50.713,0.417,4,0,0,1,0,0,0,1,0,0,0
Greece,GRC,57,2010,6.5,0.53163588,11121341,14.621,54,12.5,4486551,15.317,3687945,15.121,0.822,324849.063,12.691,29209.523,10.282,33.65,1666770.5,14.326,76.292,0.75,4,0,0,0,0,1,0,0,0,0,0
Guatemala,GTM,58,2010,4,0.596259868,14732261,39.096,67.4,3.7,5823768,15.577,2678933,14.801,0.46,91646.227,11.426,6220.785,8.736,49.396755,241053.609,12.393,49.323,0.25,4,1,0,0,1,0,0,0,0,0,0
Guinea,GIN,59,2010,3,0.738449836,11012406,43.319,71.8,1.6,4409978,15.299,1283304,14.065,0.291,13365.777,9.5,1213.702,7.101,39.4,15449.017,9.645,34.856,0.417,4,0,1,0,0,0,0,1,0,0,0
Guinea-Bissau,GNB,60,2010,4,0.712514043,1634196,41.502,73.1,6.8,651293,13.387,220137,12.302,0.338,2054.394,7.628,1257.128,7.137,35.5,5222.355,8.561,45.221,0.417,4,1,0,0,0,0,0,1,0,0,0
Guyana,GUY,61,2010,5.5,0.610964179,753362,33.835,61.2,11.3,270587,12.508,152882,11.937,0.565,,,,,43.85,,,28.239,0.25,4,0,0,1,1,0,0,0,0,0,0
Haiti,HTI,62,2010,3.5,0.741585088,9999617,35.883,65.2,8.1,3841661,15.161,1532823,14.243,0.399,14510.914,9.583,1451.147,7.28,59.2,110129.531,11.609,52.016,0.25,4,0,1,0,1,0,0,0,0,0,0
Honduras,HND,63,2010,4,0.673139405,7503875,35.854,62.2,4.8,2850247,14.863,1433674,14.176,0.503,30734.734,10.333,4095.848,8.318,55.3,104274.563,11.555,51.696,0.25,4,0,0,0,1,0,0,0,0,0,0
Hungary,HUN,64,2010,7,0.449518245,10000023,14.644,50.5,11.2,3827707,15.158,3131065,14.957,0.818,223024.953,12.315,22302.444,10.012,30,888668.563,13.697,68.859,0.667,4,0,0,0,0,0,0,0,0,1,1
Iceland,ISL,65,2010,7,0.112513971,318041,20.92,74.5,7.6,173133,12.062,147682,11.903,0.853,12196.814,9.409,38349.818,10.555,25,51314.309,10.846,93.624,1,4,0,0,0,0,1,0,0,0,0,0
India,IND,66,2010,5.5,0.602568555,1230984504,30.894,55.4,3.5,454782345,19.935,221933784,19.218,0.488,5203085,15.465,4226.767,8.349,36.8,15356803,16.547,30.93,0.667,4,1,0,1,0,0,0,0,0,0,0
Indonesia,IDN,67,2010,5.5,0.649080634,241613126,28.885,67.8,7.1,108224639,18.5,64393660,17.981,0.595,1801791.5,14.404,7457.341,8.917,39.4,8146253.5,15.913,49.924,0.5,4,1,0,0,0,0,0,0,0,0,0
Iran,IRN,68,2010,2,0.698270357,74253373,23.459,44.1,13.5,21680349,16.892,13810382,16.441,0.637,1281137,14.063,17253.587,9.756,38.3,3234132,14.989,70.626,0.667,4,1,0,0,0,0,1,0,1,0,0
Iraq,IRQ,69,2010,2.5,0.762030816,30868156,41.858,42,15.2,6392127,15.671,3151319,14.963,0.493,290292.219,12.579,9404.262,9.149,42,443733,13.003,69.034,0.25,4,1,0,1,0,0,1,0,1,0,0
Ireland,IRL,70,2010,7,0.160297132,4560155,20.718,60.9,13.9,1895721,14.455,1719419,14.357,0.907,200903.391,12.211,44056.264,10.693,34.3,846307.438,13.649,61.84,1,4,0,0,1,0,1,0,0,0,0,0
Israel/West Bank,ISR,71,2010,6.5,0.366386163,7623600,27.238,57.3,6.6,2968694,14.904,2526358,14.742,0.851,229058.609,12.342,30045.99,10.31,39.2,675619.188,13.423,91.824,0.833,4,0,0,1,0,0,1,0,0,0,0
Italy,ITA,72,2010,6.5,0.500996342,59277417,14.021,48.2,8.4,22502109,16.929,17349126,16.669,0.771,2110705.25,14.563,35607.241,10.48,36,10421041,16.159,68.327,0.667,4,0,0,0,0,1,0,0,0,0,0
Ivory Coast,CIV,73,2010,1.5,0.727575946,20131707,43.652,67.4,4.1,7332247,15.808,2764257,14.832,0.377,55870,10.931,2775.224,7.928,48.4,106148.563,11.573,50.557,0.417,4,0,1,0,0,0,0,1,0,0,0
Jamaica,JAM,74,2010,5.5,0.575134218,2690824,27.128,63.4,12.4,1089030,13.901,740541,13.515,0.68,20092.891,9.908,7467.189,8.918,45.5,106269.633,11.574,53.743,0.333,4,0,0,1,1,0,0,0,0,0,0
Japan,JPN,75,2010,6.5,0.185390997,128070000,13.29,60.1,5,63403789,17.965,51040050,17.748,0.805,4420713.5,15.302,34517.947,10.449,24.9,17161376,16.658,90.522,0.833,4,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,76,2010,2.5,0.487050565,6517912,36.693,42.3,12.5,1527253,14.239,1070605,13.884,0.701,63409.242,11.057,9728.459,9.183,37.7,174714.75,12.071,82.473,0.667,4,1,0,1,0,0,1,0,0,0,0
Kazakhstan,KAZ,77,2010,2.5,0.695069051,16321581,24.178,71.5,5.8,8335142,15.936,6584762,15.7,0.79,293772.25,12.591,17999.007,9.798,33.9,611689.813,13.324,53.732,0.667,4,0,0,0,0,0,0,0,1,1,1
Kenya,KEN,78,2010,4.5,0.687141156,40328313,42.61,66.5,9.3,13959750,16.452,7119472,15.778,0.51,98041.57,11.493,2431.085,7.796,47.7,208478.203,12.248,23.571,0.333,4,0,0,1,0,0,0,1,0,0,0
Kirgizstan,KGZ,79,2010,3,0.721813107,5447900,29.968,66.4,8.6,2315468,14.655,1604620,14.288,0.693,15578.839,9.654,2859.604,7.958,34.8,28705.379,10.265,35.303,0.25,4,0,0,0,0,0,0,0,0,0,1
Kuwait,KWT,80,2010,3.5,0.420049751,3059473,23.575,67.6,1.8,1552179,14.255,988738,13.804,0.637,191306.438,12.162,62529.213,11.043,30,385586.969,12.863,98.263,0.833,4,0,0,1,0,0,1,0,1,0,0
Laos,LAO,81,2010,1.5,0.741377044,6260544,36.978,77.5,1.4,3014987,14.919,1275339,14.059,0.423,23602.719,10.069,3770.075,8.235,32.6,66523.898,11.105,33.123,0.5,4,1,1,0,0,0,0,0,0,1,0
Latvia,LVA,82,2010,6,0.474928588,2097555,14.155,59,18.7,863717,13.669,719477,13.486,0.833,37461.348,10.531,17859.531,9.79,35.7,212630.281,12.267,67.692,0.833,4,0,0,0,0,0,0,0,0,0,1
Lebanon,LBN,83,2010,4,0.672133648,4337156,23.721,46.7,6.2,1449198,14.187,907198,13.718,0.626,73388.664,11.204,16920.919,9.736,45,306519.281,12.633,87.183,0.667,4,1,1,0,0,0,1,0,0,0,0
